vocab	precision	recall
little	0.0021008403361344537	0.14285714285714285
ensued	0.5	0.3333333333333333
mate	0.047619047619047616	0.0625
distant	0.07142857142857142	0.2
glitter	0.017241379310344827	0.1111111111111111
fired	0.045454545454545456	0.034482758620689655
idiotic	0.07692307692307693	0.08333333333333333
crawling	0.05263157894736842	0.375
dry	0.024390243902439025	0.125
length	0.25	0.3333333333333333
yet	0.004201680672268907	0.21052631578947367
concerning	0.025	0.07692307692307693
exuberant	0.030303030303030304	0.1
voice	0.0031512605042016808	0.21428571428571427
annoyed	0.125	0.07142857142857142
betrayed	0.02857142857142857	0.05
painfully	0.023809523809523808	0.3333333333333333
absolutely	0.0021008403361344537	0.5
get	0.014705882352941176	0.2
ungrateful	0.05	0.3333333333333333
package	0.05454545454545454	0.3
plans	0.043478260869565216	0.1111111111111111
rabbi	1.0	0.5
mere	0.25	0.3333333333333333
bay	0.01694915254237288	0.125
coop	0.06666666666666667	0.2
salt	0.009433962264150943	0.14285714285714285
woods	0.03389830508474576	0.16666666666666666
shrill	0.1	0.16666666666666666
nourished	0.1111111111111111	0.16666666666666666
unwed	0.5	0.5
rejected	0.011627906976744186	0.05263157894736842
pretence	0.02631578947368421	0.1
deliberately	0.02857142857142857	0.1111111111111111
enough	0.0021008403361344537	0.4
applauded	0.011494252873563218	0.2
clarify	0.14285714285714285	0.3333333333333333
refreshed	0.0625	0.1
study	0.07692307692307693	0.15384615384615385
sandwich	0.009433962264150943	1.0
original	0.029411764705882353	0.4
thoughtless	0.027777777777777776	0.3333333333333333
wakes	0.05555555555555555	0.05263157894736842
principle	0.020833333333333332	0.25
green	0.01639344262295082	0.03571428571428571
factory	0.06666666666666667	0.25
tired	0.0010504201680672268	0.034482758620689655
ferocity	0.02631578947368421	0.14285714285714285
any	0.0021008403361344537	0.6666666666666666
tickets	0.02040816326530612	0.16666666666666666
strong	0.0021008403361344537	0.15384615384615385
boards	0.0625	0.05263157894736842
middle	0.0021008403361344537	0.18181818181818182
jam	0.2	0.038461538461538464
willed	0.5	0.25
laws	0.04878048780487805	0.15384615384615385
weakly	0.02702702702702703	0.125
curiously	0.02702702702702703	0.2
dress	0.034482758620689655	0.05128205128205128
tree	0.01639344262295082	0.16666666666666666
respond	0.0031512605042016808	0.75
ranks	0.07142857142857142	0.07692307692307693
enrolled	1.0	0.16666666666666666
horns	0.16666666666666666	0.08333333333333333
program	0.024390243902439025	0.08333333333333333
flopped	0.02040816326530612	0.2
mighty	0.1111111111111111	0.25
just	0.009453781512605041	0.5625
tales	0.08333333333333333	0.25
counted	0.125	0.07692307692307693
whites	0.2	0.038461538461538464
tenants	0.125	0.3333333333333333
fountain	0.009433962264150943	0.14285714285714285
heaving	0.16666666666666666	0.06666666666666667
successfully	0.3333333333333333	1.0
overcomes	0.5	0.06666666666666667
receptive	0.25	0.25
boarding	0.043478260869565216	0.16666666666666666
blundered	1.0	0.09090909090909091
slaughtered	0.034482758620689655	0.2
haberdashery	0.125	0.2
looked	0.009453781512605041	0.5
sounded	0.004201680672268907	0.5714285714285714
scrap	0.16666666666666666	0.06666666666666667
fondly	0.14285714285714285	0.5
deeply	0.14285714285714285	0.3333333333333333
boroughs	0.125	0.5
enormously	0.023809523809523808	0.25
purple	0.03278688524590164	0.16666666666666666
officers	0.09090909090909091	0.2857142857142857
womb	0.3333333333333333	0.5
believe	0.0031512605042016808	0.6
following	0.005252100840336135	0.14285714285714285
papers	0.038461538461538464	0.2
husband	0.030303030303030304	0.16666666666666666
instance	0.03333333333333333	0.14285714285714285
traffic	0.043478260869565216	0.5
economics	0.019230769230769232	0.3333333333333333
amusing	0.02564102564102564	0.08333333333333333
coughed	0.08333333333333333	0.5
savoring	0.16666666666666666	0.09090909090909091
milord	0.5	1.0
gown	0.14285714285714285	0.125
bounced	0.02040816326530612	0.09090909090909091
authors	0.2	0.2
exchange	0.05555555555555555	0.07142857142857142
proportion	0.2	0.16666666666666666
physical	0.05	0.3333333333333333
exercise	0.14285714285714285	0.05
damage	0.024390243902439025	0.1
pure	0.09090909090909091	0.05263157894736842
guest	0.02040816326530612	0.14285714285714285
skull	0.017241379310344827	1.0
halos	0.5	0.09090909090909091
pointed	0.041666666666666664	0.037037037037037035
draining	0.125	0.16666666666666666
carefully	0.25	0.5
evidently	0.009708737864077669	0.14285714285714285
mortal	0.5	0.125
residing	0.043478260869565216	0.1111111111111111
mountains	0.03389830508474576	0.06896551724137931
attract	0.1	0.16666666666666666
attempt	0.029411764705882353	0.18181818181818182
makes	0.015756302521008403	0.2112676056338028
drawer	0.09090909090909091	0.5
breakup	0.5	0.25
rot	0.08333333333333333	0.07692307692307693
manage	0.014705882352941176	0.047619047619047616
suggested	0.025	0.1111111111111111
dancers	0.2	0.2
rebelling	0.041666666666666664	0.16666666666666666
urge	0.5	0.07692307692307693
box	0.03636363636363636	0.2857142857142857
blob	0.14285714285714285	0.25
ignorance	0.020833333333333332	1.0
urgent	0.0136986301369863	0.5
substituted	0.011494252873563218	0.09090909090909091
essential	0.024390243902439025	0.09090909090909091
glittered	0.16666666666666666	0.16666666666666666
inched	0.1	0.3333333333333333
attic	0.25	0.08333333333333333
sheets	0.024390243902439025	0.0625
anxiety	0.024390243902439025	0.5
supplementing	0.043478260869565216	0.2
striped	0.045454545454545456	0.03571428571428571
sex	0.25	0.09090909090909091
frequently	0.014705882352941176	0.2
reject	0.05555555555555555	0.058823529411764705
planned	0.043478260869565216	0.125
primeval	0.5	0.2
betrays	0.3333333333333333	0.05
doubted	0.1111111111111111	0.5
nightdress	0.16666666666666666	0.2
substitute	0.25	0.043478260869565216
wits	1.0	0.07142857142857142
impaled	0.034482758620689655	0.16666666666666666
nose	0.047619047619047616	0.1
suppressed	0.2	0.07142857142857142
snorted	0.08333333333333333	0.25
mornings	0.1111111111111111	0.058823529411764705
robes	0.5	0.0625
outline	0.019230769230769232	0.08333333333333333
pimp	0.030303030303030304	0.125
rules	0.05555555555555555	0.047619047619047616
shuddered	0.017543859649122806	0.2
begun	0.08695652173913043	0.2
hardly	0.0031512605042016808	0.6
crept	0.011494252873563218	0.1
dingy	0.2	0.05263157894736842
agreed	0.1111111111111111	0.1111111111111111
parading	0.043478260869565216	0.16666666666666666
jobs	0.0547945205479452	0.26666666666666666
celebration	0.02040816326530612	0.2
recommend	0.0010504201680672268	0.25
spell	0.004201680672268907	0.26666666666666666
neighbors	0.015873015873015872	0.3333333333333333
panic	0.0010504201680672268	0.25
cagey	0.2	0.2
apron	0.5	0.3333333333333333
peeked	0.017543859649122806	0.25
wrinkles	0.3333333333333333	0.07142857142857142
understandable	0.02564102564102564	0.2
drove	0.011627906976744186	0.047619047619047616
pass	0.008403361344537815	0.08080808080808081
lingers	0.5	0.0625
oval	0.02	0.1
bread	0.02830188679245283	0.14285714285714285
clucking	0.0625	0.25
sly	0.05	0.09090909090909091
nerves	0.15384615384615385	0.16666666666666666
bought	0.05454545454545454	0.5
contents	0.3333333333333333	0.08333333333333333
kissing	0.03508771929824561	0.15384615384615385
